date,freq,rm,y_true,model,y_pred
2017-07-13,5min,BV,0.0107349933201683,ARFIMA,0.0124195263709863
2017-07-13,5min,BV,0.0107349933201683,HAR,0.0023065106644356
2017-07-14,5min,BV,0.0104407936163074,ANN,0.0085481227808879
2017-07-14,5min,BV,0.0104407936163074,ARFIMA,0.0123992630821339
2017-07-14,5min,BV,0.0104407936163074,HAR,0.0023024269479786
2017-07-17,5min,BV,0.0104586312726481,ANN,0.0113272655993227
2017-07-17,5min,BV,0.0104586312726481,ARFIMA,0.0113638133437179
2017-07-17,5min,BV,0.0104586312726481,HAR,0.0022781763332651
2017-07-18,5min,BV,0.010133944900145,ANN,0.011315096033945
2017-07-18,5min,BV,0.010133944900145,ARFIMA,0.0117151145393178
2017-07-18,5min,BV,0.010133944900145,HAR,0.0022765339298761
2017-07-19,5min,BV,0.0101223453133441,ANN,0.0131704846076065
2017-07-19,5min,BV,0.0101223453133441,ARFIMA,0.0119937663510219
2017-07-19,5min,BV,0.0101223453133441,HAR,0.0022758036813422
2017-07-20,5min,BV,0.0100941351526509,ANN,0.008891347773463
2017-07-20,5min,BV,0.0100941351526509,ARFIMA,0.0116032152424411
2017-07-20,5min,BV,0.0100941351526509,HAR,0.0022718002728919
2017-07-21,5min,BV,0.0096207343567958,ANN,0.0048581362875337
2017-07-21,5min,BV,0.0096207343567958,ARFIMA,0.0114580348911166
2017-07-21,5min,BV,0.0096207343567958,HAR,0.0022700569563753
2017-07-24,5min,BV,0.0098355103834567,ANN,0.008453047153253
2017-07-24,5min,BV,0.0098355103834567,ARFIMA,0.0108212857824208
2017-07-24,5min,BV,0.0098355103834567,HAR,0.0022595932749397
2017-07-25,5min,BV,0.0109132176012597,ANN,0.0066092897680161
2017-07-25,5min,BV,0.0109132176012597,ARFIMA,0.0108555600971433
2017-07-25,5min,BV,0.0109132176012597,HAR,0.0022574297937763
2017-07-26,5min,BV,0.0114758201146187,ANN,0.0048411085274502
2017-07-26,5min,BV,0.0114758201146187,ARFIMA,0.0114693397132947
2017-07-26,5min,BV,0.0114758201146187,HAR,0.0022677471634786
2017-07-27,5min,BV,0.0115842824503571,ANN,0.0082227560355139
2017-07-27,5min,BV,0.0115842824503571,ARFIMA,0.0112051269393785
2017-07-27,5min,BV,0.0115842824503571,HAR,0.0022645258124594
2017-07-28,5min,BV,0.0122651737427607,ANN,0.0068193795796013
2017-07-28,5min,BV,0.0122651737427607,ARFIMA,0.0103943840237244
2017-07-28,5min,BV,0.0122651737427607,HAR,0.0022527686047874
2017-07-31,5min,BV,0.0124741165180027,ANN,0.0080281119779108
2017-07-31,5min,BV,0.0124741165180027,ARFIMA,0.0105855234097756
2017-07-31,5min,BV,0.0124741165180027,HAR,0.0022547332779108
2017-08-01,5min,BV,0.0117757890169567,ANN,0.0072511734511161
2017-08-01,5min,BV,0.0117757890169567,ARFIMA,0.0120350562411947
2017-08-01,5min,BV,0.0117757890169567,HAR,0.0022844329186758
2017-08-02,5min,BV,0.0110296758548869,ANN,0.0049501778951044
2017-08-02,5min,BV,0.0110296758548869,ARFIMA,0.0126304244822525
2017-08-02,5min,BV,0.0110296758548869,HAR,0.002300560970685
2017-08-03,5min,BV,0.0116977966456818,ANN,0.0127739948903504
2017-08-03,5min,BV,0.0116977966456818,ARFIMA,0.0118784276477695
2017-08-03,5min,BV,0.0116977966456818,HAR,0.0022901737899627
2017-08-04,5min,BV,0.0114322532427787,ANN,0.0109929177551731
2017-08-04,5min,BV,0.0114322532427787,ARFIMA,0.0119660635508424
2017-08-04,5min,BV,0.0114322532427787,HAR,0.0022931579872321
2017-08-07,5min,BV,0.0114306516490471,ANN,0.0124902365899609
2017-08-07,5min,BV,0.0114306516490471,ARFIMA,0.0117217777210882
2017-08-07,5min,BV,0.0114306516490471,HAR,0.0022840416851977
2017-08-08,5min,BV,0.0109242309504721,ANN,0.0124324019329331
2017-08-08,5min,BV,0.0109242309504721,ARFIMA,0.0116316810131163
2017-08-08,5min,BV,0.0109242309504721,HAR,0.0022761230973215
2017-08-09,5min,BV,0.0111885449738101,ANN,0.0151283052187612
2017-08-09,5min,BV,0.0111885449738101,ARFIMA,0.0115379104737875
2017-08-09,5min,BV,0.0111885449738101,HAR,0.0022707443061825
2017-08-10,5min,BV,0.0105781177930549,ANN,0.0155296600247397
2017-08-10,5min,BV,0.0105781177930549,ARFIMA,0.0123848136779198
2017-08-10,5min,BV,0.0105781177930549,HAR,0.0022899256448584
2017-08-11,5min,BV,0.0110083748956667,ANN,0.0157760365169804
2017-08-11,5min,BV,0.0110083748956667,ARFIMA,0.0117791916014401
2017-08-11,5min,BV,0.0110083748956667,HAR,0.0022784921393625
2017-08-14,5min,BV,0.01098563169223,ANN,0.0124818957217723
2017-08-14,5min,BV,0.01098563169223,ARFIMA,0.0116405410578013
2017-08-14,5min,BV,0.01098563169223,HAR,0.0022767976291142
2017-08-15,5min,BV,0.0123001398279092,ANN,0.0158618653462037
2017-08-15,5min,BV,0.0123001398279092,ARFIMA,0.0107077998194611
2017-08-15,5min,BV,0.0123001398279092,HAR,0.0022588025396367
2017-08-16,5min,BV,0.0121041046950889,ANN,0.012063775446588
2017-08-16,5min,BV,0.0121041046950889,ARFIMA,0.0115016966347112
2017-08-16,5min,BV,0.0121041046950889,HAR,0.0022700995592009
2017-08-17,5min,BV,0.0117106479689507,ANN,0.0115705779446231
2017-08-17,5min,BV,0.0117106479689507,ARFIMA,0.0115327054931024
2017-08-17,5min,BV,0.0117106479689507,HAR,0.0022678144891928
2017-08-18,5min,BV,0.0108763707035116,ANN,0.0094608882481118
2017-08-18,5min,BV,0.0108763707035116,ARFIMA,0.0119643174209915
2017-08-18,5min,BV,0.0108763707035116,HAR,0.0022797283827064
2017-08-21,5min,BV,0.010906947697236,ANN,0.0174027898127053
2017-08-21,5min,BV,0.010906947697236,ARFIMA,0.0116377941371275
2017-08-21,5min,BV,0.010906947697236,HAR,0.0022758683741946
2017-08-22,5min,BV,0.0099937838295373,ANN,0.0151268136068737
2017-08-22,5min,BV,0.0099937838295373,ARFIMA,0.0126928748461242
2017-08-22,5min,BV,0.0099937838295373,HAR,0.0023034329254021
2017-08-23,5min,BV,0.0102500095165483,ANN,0.0154166453596818
2017-08-23,5min,BV,0.0102500095165483,ARFIMA,0.012067875831191
2017-08-23,5min,BV,0.0102500095165483,HAR,0.0022907125236571
2017-08-24,5min,BV,0.0107261377746711,ANN,0.0100510187673588
2017-08-24,5min,BV,0.0107261377746711,ARFIMA,0.0111381749260196
2017-08-24,5min,BV,0.0107261377746711,HAR,0.002273346301875
2017-08-25,5min,BV,0.0111779707173435,ANN,0.0122712200937722
2017-08-25,5min,BV,0.0111779707173435,ARFIMA,0.0104866704837878
2017-08-25,5min,BV,0.0111779707173435,HAR,0.0022568510302723
2017-08-28,5min,BV,0.0114105714763688,ANN,0.0075064704654072
2017-08-28,5min,BV,0.0114105714763688,ARFIMA,0.0110509893331092
2017-08-28,5min,BV,0.0114105714763688,HAR,0.0022606929856401
2017-08-29,5min,BV,0.0111833411196554,ANN,0.0123318626622339
2017-08-29,5min,BV,0.0111833411196554,ARFIMA,0.0112748432669428
2017-08-29,5min,BV,0.0111833411196554,HAR,0.0022606190637651
2017-08-30,5min,BV,0.0108147798713045,ANN,0.0099380096091255
2017-08-30,5min,BV,0.0108147798713045,ARFIMA,0.0117008033660105
2017-08-30,5min,BV,0.0108147798713045,HAR,0.0022720915622347
2017-08-31,5min,BV,0.011101777566036,ANN,0.0146267652077621
2017-08-31,5min,BV,0.011101777566036,ARFIMA,0.011625449955776
2017-08-31,5min,BV,0.011101777566036,HAR,0.0022747715942247
2017-09-01,5min,BV,0.0115604668594295,ANN,0.0139386542631381
2017-09-01,5min,BV,0.0115604668594295,ARFIMA,0.011413578730824
2017-09-01,5min,BV,0.0115604668594295,HAR,0.0022731276681779
2017-09-05,5min,BV,0.0112667048841299,ANN,0.0113649248845999
2017-09-05,5min,BV,0.0112667048841299,ARFIMA,0.0117699636822198
2017-09-05,5min,BV,0.0112667048841299,HAR,0.0022798084120247
2017-09-06,5min,BV,0.010936129299812,ANN,0.0059133822871907
2017-09-06,5min,BV,0.010936129299812,ARFIMA,0.0112380353005217
2017-09-06,5min,BV,0.010936129299812,HAR,0.0022687185664475
2017-09-07,5min,BV,0.0107044633459845,ANN,0.0109317428001074
2017-09-07,5min,BV,0.0107044633459845,ARFIMA,0.0111814549571596
2017-09-07,5min,BV,0.0107044633459845,HAR,0.0022656785327508
2017-09-08,5min,BV,0.0095576930570972,ANN,0.0117768899177881
2017-09-08,5min,BV,0.0095576930570972,ARFIMA,0.0118124532992564
2017-09-08,5min,BV,0.0095576930570972,HAR,0.0022776587752546
2017-09-11,5min,BV,0.0089524099479746,ANN,0.0151573318868955
2017-09-11,5min,BV,0.0089524099479746,ARFIMA,0.0121574016255926
2017-09-11,5min,BV,0.0089524099479746,HAR,0.0022865500340224
2017-09-12,5min,BV,0.0090661877149593,ANN,0.0163621287060363
2017-09-12,5min,BV,0.0090661877149593,ARFIMA,0.0116564428856329
2017-09-12,5min,BV,0.0090661877149593,HAR,0.0022783374067101
2017-09-13,5min,BV,0.0097241436594066,ANN,0.014263907270047
2017-09-13,5min,BV,0.0097241436594066,ARFIMA,0.0105836973422935
2017-09-13,5min,BV,0.0097241436594066,HAR,0.0022604801645874
2017-09-14,5min,BV,0.0097947309503034,ANN,0.0143905012378825
2017-09-14,5min,BV,0.0097947309503034,ARFIMA,0.0105194679873215
2017-09-14,5min,BV,0.0097947309503034,HAR,0.0022541838478641
2017-09-15,5min,BV,0.0097171382710716,ANN,0.0106576139539955
2017-09-15,5min,BV,0.0097171382710716,ARFIMA,0.009671069292314
2017-09-15,5min,BV,0.0097171382710716,HAR,0.0022355716697023
2017-09-18,5min,BV,0.0092746021783355,ANN,0.0065509165145914
2017-09-18,5min,BV,0.0092746021783355,ARFIMA,0.0104189221507697
2017-09-18,5min,BV,0.0092746021783355,HAR,0.0022431247699645
2017-09-19,5min,BV,0.0087881216474643,ANN,0.0056471574050425
2017-09-19,5min,BV,0.0087881216474643,ARFIMA,0.0108976627267693
2017-09-19,5min,BV,0.0087881216474643,HAR,0.0022522111775945
2017-09-20,5min,BV,0.0085980671312298,ANN,0.0112396657165771
2017-09-20,5min,BV,0.0085980671312298,ARFIMA,0.0110683659505835
2017-09-20,5min,BV,0.0085980671312298,HAR,0.0022596863338201
2017-09-21,5min,BV,0.008804937475428,ANN,0.007820209571516
2017-09-21,5min,BV,0.008804937475428,ARFIMA,0.0106962984854349
2017-09-21,5min,BV,0.008804937475428,HAR,0.0022561591077046
2017-09-22,5min,BV,0.0092074340472785,ANN,0.0029865764766567
2017-09-22,5min,BV,0.0092074340472785,ARFIMA,0.0094747525773144
2017-09-22,5min,BV,0.0092074340472785,HAR,0.0022392371066264
2017-09-25,5min,BV,0.0093864574162134,ANN,0.0051433392023897
2017-09-25,5min,BV,0.0093864574162134,ARFIMA,0.0096002797951828
2017-09-25,5min,BV,0.0093864574162134,HAR,0.0022354373225682
2017-09-26,5min,BV,0.0090239387964358,ANN,0.0039782587417394
2017-09-26,5min,BV,0.0090239387964358,ARFIMA,0.0098156017744823
2017-09-26,5min,BV,0.0090239387964358,HAR,0.0022342012216281
2017-09-27,5min,BV,0.009092500376919,ANN,0.0062031153679298
2017-09-27,5min,BV,0.009092500376919,ARFIMA,0.0102697835673604
2017-09-27,5min,BV,0.009092500376919,HAR,0.0022410980519193
2017-09-28,5min,BV,0.0092119620424761,ANN,0.0070712250449741
2017-09-28,5min,BV,0.0092119620424761,ARFIMA,0.010501915411089
2017-09-28,5min,BV,0.0092119620424761,HAR,0.0022477879196553
2017-09-29,5min,BV,0.0102746364148265,ANN,0.0121752500996529
2017-09-29,5min,BV,0.0102746364148265,ARFIMA,0.0100291360117242
2017-09-29,5min,BV,0.0102746364148265,HAR,0.002243419575763
2017-10-02,5min,BV,0.010161626821666,ANN,0.0098795084994874
2017-10-02,5min,BV,0.010161626821666,ARFIMA,0.0100424118142038
2017-10-02,5min,BV,0.010161626821666,HAR,0.0022436474992483
2017-10-03,5min,BV,0.0104669009567478,ANN,0.0083574859386738
2017-10-03,5min,BV,0.0104669009567478,ARFIMA,0.0093235208045609
2017-10-03,5min,BV,0.0104669009567478,HAR,0.0022315493877333
2017-10-04,5min,BV,0.0109282068526384,ANN,0.0043937485731013
2017-10-04,5min,BV,0.0109282068526384,ARFIMA,0.01011678352011
2017-10-04,5min,BV,0.0109282068526384,HAR,0.0022417532075116
2017-10-05,5min,BV,0.0107135491921683,ANN,0.0025964993370686
2017-10-05,5min,BV,0.0107135491921683,ARFIMA,0.0105514891200036
2017-10-05,5min,BV,0.0107135491921683,HAR,0.0022490688896185
2017-10-06,5min,BV,0.0096389165040382,ANN,0.0106452589098011
2017-10-06,5min,BV,0.0096389165040382,ARFIMA,0.0114469486032295
2017-10-06,5min,BV,0.0096389165040382,HAR,0.0022714587864485
2017-10-10,5min,BV,0.0099964259768651,ANN,0.0104224161340401
2017-10-10,5min,BV,0.0099964259768651,ARFIMA,0.0104509689744082
2017-10-10,5min,BV,0.0099964259768651,HAR,0.0022569035171488
2017-10-11,5min,BV,0.0097519460855677,ANN,0.0126900507265928
2017-10-11,5min,BV,0.0097519460855677,ARFIMA,0.0101417743153956
2017-10-11,5min,BV,0.0097519460855677,HAR,0.0022518176199848
2017-10-12,5min,BV,0.0086410463093077,ANN,0.0124022260971972
2017-10-12,5min,BV,0.0086410463093077,ARFIMA,0.0111718018729572
2017-10-12,5min,BV,0.0086410463093077,HAR,0.0022681615640374
2017-10-13,5min,BV,0.0084545743273109,ANN,0.0124000155513329
2017-10-13,5min,BV,0.0084545743273109,ARFIMA,0.0107438515112812
2017-10-13,5min,BV,0.0084545743273109,HAR,0.0022582788453106
2017-10-16,5min,BV,0.0085504287769646,ANN,0.0097097740244607
2017-10-16,5min,BV,0.0085504287769646,ARFIMA,0.0100677193892316
2017-10-16,5min,BV,0.0085504287769646,HAR,0.0022458596239411
2017-10-17,5min,BV,0.0082389365473652,ANN,0.0088702405969728
2017-10-17,5min,BV,0.0082389365473652,ARFIMA,0.0104559542691406
2017-10-17,5min,BV,0.0082389365473652,HAR,0.0022517237640169
2017-10-18,5min,BV,0.0085771239620468,ANN,0.0113672237688716
2017-10-18,5min,BV,0.0085771239620468,ARFIMA,0.0096835420566176
2017-10-18,5min,BV,0.0085771239620468,HAR,0.0022376738118337
2017-10-19,5min,BV,0.0083692778579687,ANN,0.0083869203313281
2017-10-19,5min,BV,0.0083692778579687,ARFIMA,0.0094263138842996
2017-10-19,5min,BV,0.0083692778579687,HAR,0.002229895628279
2017-10-20,5min,BV,0.0082572895708438,ANN,0.0068924440441078
2017-10-20,5min,BV,0.0082572895708438,ARFIMA,0.0096698626459846
2017-10-20,5min,BV,0.0082572895708438,HAR,0.0022319991367282
2017-10-23,5min,BV,0.007962901165724,ANN,0.0072319851293333
2017-10-23,5min,BV,0.007962901165724,ARFIMA,0.0096397961207488
2017-10-23,5min,BV,0.007962901165724,HAR,0.0022316252091753
2017-10-24,5min,BV,0.0074290984943346,ANN,0.0078668190708543
2017-10-24,5min,BV,0.0074290984943346,ARFIMA,0.0097362824787361
2017-10-24,5min,BV,0.0074290984943346,HAR,0.0022335517875359
2017-10-25,5min,BV,0.0078434222886988,ANN,0.0045995958091715
2017-10-25,5min,BV,0.0078434222886988,ARFIMA,0.0097772958700053
2017-10-25,5min,BV,0.0078434222886988,HAR,0.0022362135817489
2017-10-26,5min,BV,0.0078858563525934,ANN,0.0037282516229552
2017-10-26,5min,BV,0.0078858563525934,ARFIMA,0.0089873980327306
2017-10-26,5min,BV,0.0078858563525934,HAR,0.0022260720159621
2017-10-27,5min,BV,0.0079327826792316,ANN,0.0063361834265877
2017-10-27,5min,BV,0.0079327826792316,ARFIMA,0.0092319193392595
2017-10-27,5min,BV,0.0079327826792316,HAR,0.002227849294812
2017-10-30,5min,BV,0.0086941611274439,ANN,0.002448787448859
2017-10-30,5min,BV,0.0086941611274439,ARFIMA,0.0089113768655502
2017-10-30,5min,BV,0.0086941611274439,HAR,0.0022220414863803
2017-10-31,5min,BV,0.0091515586173578,ANN,0.0032788784966357
2017-10-31,5min,BV,0.0091515586173578,ARFIMA,0.0085242325001805
2017-10-31,5min,BV,0.0091515586173578,HAR,0.0022160016589325
2017-11-01,5min,BV,0.010225096807808,ANN,0.0075976210569887
2017-11-01,5min,BV,0.010225096807808,ARFIMA,0.0096218678404533
2017-11-01,5min,BV,0.010225096807808,HAR,0.0022328759976651
2017-11-02,5min,BV,0.0105329014522351,ANN,0.0057754339739274
2017-11-02,5min,BV,0.0105329014522351,ARFIMA,0.0088750416883609
2017-11-02,5min,BV,0.0105329014522351,HAR,0.0022236310985212
2017-11-03,5min,BV,0.0108125494459579,ANN,0.0059266564205822
2017-11-03,5min,BV,0.0108125494459579,ARFIMA,0.0091428232740566
2017-11-03,5min,BV,0.0108125494459579,HAR,0.0022278199762991
2017-11-06,5min,BV,0.0108042340414277,ANN,0.0106548958622034
2017-11-06,5min,BV,0.0108042340414277,ARFIMA,0.0098692652106259
2017-11-06,5min,BV,0.0108042340414277,HAR,0.0022405194789778
2017-11-07,5min,BV,0.0108288265923602,ANN,0.0087624951226563
2017-11-07,5min,BV,0.0108288265923602,ARFIMA,0.0096943924801189
2017-11-07,5min,BV,0.0108288265923602,HAR,0.0022387352988881
2017-11-08,5min,BV,0.0093750945761184,ANN,0.0068544756980955
2017-11-08,5min,BV,0.0093750945761184,ARFIMA,0.0113740923809091
2017-11-08,5min,BV,0.0093750945761184,HAR,0.0022760516632529
2017-11-09,5min,BV,0.0092781774181527,ANN,0.0096471094707182
2017-11-09,5min,BV,0.0092781774181527,ARFIMA,0.0103292018770412
2017-11-09,5min,BV,0.0092781774181527,HAR,0.0022598349640237
2017-11-13,5min,BV,0.0091007321268063,ANN,0.0142859865884334
2017-11-13,5min,BV,0.0091007321268063,ARFIMA,0.0103717297780839
2017-11-13,5min,BV,0.0091007321268063,HAR,0.0022605604041635
2017-11-14,5min,BV,0.0086738449212518,ANN,0.0146705869125948
2017-11-14,5min,BV,0.0086738449212518,ARFIMA,0.0105392899939577
2017-11-14,5min,BV,0.0086738449212518,HAR,0.0022600354544258
2017-11-15,5min,BV,0.0085676271941906,ANN,0.0185901122243707
2017-11-15,5min,BV,0.0085676271941906,ARFIMA,0.0101786913422825
2017-11-15,5min,BV,0.0085676271941906,HAR,0.0022509307319156
2017-11-16,5min,BV,0.008210739750997,ANN,0.0129100377800996
2017-11-16,5min,BV,0.008210739750997,ARFIMA,0.0098024204776026
2017-11-16,5min,BV,0.008210739750997,HAR,0.0022400634614363
2017-11-17,5min,BV,0.0083214304182599,ANN,0.0110577474293275
2017-11-17,5min,BV,0.0083214304182599,ARFIMA,0.0095645922364925
2017-11-17,5min,BV,0.0083214304182599,HAR,0.0022352422854332
2017-11-20,5min,BV,0.0080585563178778,ANN,0.0131495198984715
2017-11-20,5min,BV,0.0080585563178778,ARFIMA,0.0097920581642487
2017-11-20,5min,BV,0.0080585563178778,HAR,0.0022367681856543
2017-11-21,5min,BV,0.009546995345077,ANN,0.0080395109892915
2017-11-21,5min,BV,0.009546995345077,ARFIMA,0.0096483950019795
2017-11-21,5min,BV,0.009546995345077,HAR,0.0022337058743909
2017-11-22,5min,BV,0.0103608112635202,ANN,0.0061809787674811
2017-11-22,5min,BV,0.0103608112635202,ARFIMA,0.0095765992326719
2017-11-22,5min,BV,0.0103608112635202,HAR,0.0022333226431184
2017-11-24,5min,BV,0.0110485669175303,ANN,0.0028129859778445
2017-11-24,5min,BV,0.0110485669175303,ARFIMA,0.0088540666790612
2017-11-24,5min,BV,0.0110485669175303,HAR,0.002223799167579
2017-11-27,5min,BV,0.0112209866708039,ANN,0.0018432954003654
2017-11-27,5min,BV,0.0112209866708039,ARFIMA,0.0092241534786417
2017-11-27,5min,BV,0.0112209866708039,HAR,0.002227884879727
2017-11-28,5min,BV,0.0111939935125523,ANN,0.0014349412193903
2017-11-28,5min,BV,0.0111939935125523,ARFIMA,0.0091780753384115
2017-11-28,5min,BV,0.0111939935125523,HAR,0.0022261812993549
2017-11-29,5min,BV,0.0104018079049756,ANN,0.0008248768160429
2017-11-29,5min,BV,0.0104018079049756,ARFIMA,0.01100848776249
2017-11-29,5min,BV,0.0104018079049756,HAR,0.0022653063488841
2017-11-30,5min,BV,0.0093887508013005,ANN,0.0101117892903036
2017-11-30,5min,BV,0.0093887508013005,ARFIMA,0.0112683384361095
2017-11-30,5min,BV,0.0093887508013005,HAR,0.0022751546150781
2017-12-01,5min,BV,0.0091950902410503,ANN,0.0085869474179546
2017-12-01,5min,BV,0.0091950902410503,ARFIMA,0.0109054408652354
2017-12-01,5min,BV,0.0091950902410503,HAR,0.0022741711298183
2017-12-04,5min,BV,0.0086396060781947,ANN,0.0106188191937757
2017-12-04,5min,BV,0.0086396060781947,ARFIMA,0.0105327480440328
2017-12-04,5min,BV,0.0086396060781947,HAR,0.0022676257801772
2017-12-05,5min,BV,0.0090919321338187,ANN,0.0124188388914946
2017-12-05,5min,BV,0.0090919321338187,ARFIMA,0.0098446122155858
2017-12-05,5min,BV,0.0090919321338187,HAR,0.0022521697160467
2017-12-06,5min,BV,0.008606759655859,ANN,0.0147414650363591
2017-12-06,5min,BV,0.008606759655859,ARFIMA,0.0104402751091457
