date,freq,rm,y_true
2018-05-16,5min,BV,0.008011581239928957
2018-05-17,5min,BV,0.007846751207325486
2018-05-18,5min,BV,0.008729383925904364
2018-05-21,5min,BV,0.00930428946767858
2018-05-22,5min,BV,0.009475224800707513
2018-05-23,5min,BV,0.012435282768559775
2018-05-24,5min,BV,0.012719838545553303
2018-05-25,5min,BV,0.012987817314853203
2018-05-29,5min,BV,0.013396536535623976
2018-05-30,5min,BV,0.014023563382330425
2018-05-31,5min,BV,0.0114808388334112
2018-06-01,5min,BV,0.011066208183317446
2018-06-04,5min,BV,0.010005461819532937
2018-06-05,5min,BV,0.008884528064489515
2018-06-06,5min,BV,0.007428280152922646
2018-06-07,5min,BV,0.00738823317591429
2018-06-08,5min,BV,0.007912705621278208
2018-06-11,5min,BV,0.008262981377961378
2018-06-12,5min,BV,0.008942116025766448
2018-06-13,5min,BV,0.011072799937023004
2018-06-14,5min,BV,0.011516874415675832
2018-06-15,5min,BV,0.013613855164036986
2018-06-18,5min,BV,0.01427440704701788
2018-06-19,5min,BV,0.014893937075726338
2018-06-20,5min,BV,0.014432973383486472
2018-06-21,5min,BV,0.015197254929965015
2018-06-22,5min,BV,0.013212213854162932
2018-06-25,5min,BV,0.012393028480926905
2018-06-26,5min,BV,0.013226475471799795
2018-06-27,5min,BV,0.013009123488710543
2018-06-28,5min,BV,0.012205036888270068
2018-06-29,5min,BV,0.012342637681424502
2018-07-02,5min,BV,0.01222740468478522
2018-07-03,5min,BV,0.012025895066712514
2018-07-05,5min,BV,0.013206316165450727
2018-07-06,5min,BV,0.013079725266389411
2018-07-09,5min,BV,0.0131937403863498
2018-07-10,5min,BV,0.013783454295606856
2018-07-11,5min,BV,0.012962360863221391
2018-07-12,5min,BV,0.012607390330503445
2018-07-13,5min,BV,0.012960458372916485
2018-07-16,5min,BV,0.013307238054294374
2018-07-17,5min,BV,0.012945061739695876
2018-07-18,5min,BV,0.013203018776739751
2018-07-19,5min,BV,0.011732584997001317
2018-07-20,5min,BV,0.011373666962116545
2018-07-23,5min,BV,0.010373546606455564
2018-07-24,5min,BV,0.010978375139924387
2018-07-25,5min,BV,0.010558731929883668
2018-07-26,5min,BV,0.01083034054878347
2018-07-27,5min,BV,0.010846353978554376
2018-07-30,5min,BV,0.011509082761428912
2018-07-31,5min,BV,0.0107524060251754
2018-08-01,5min,BV,0.010914959587338263
2018-08-02,5min,BV,0.010503688349059294
2018-08-03,5min,BV,0.010003482108533352
2018-08-06,5min,BV,0.010691252765348186
2018-08-07,5min,BV,0.011821450034293586
2018-08-08,5min,BV,0.012057958606645254
2018-08-09,5min,BV,0.01190394928036708
2018-08-10,5min,BV,0.012164240825701755
2018-08-13,5min,BV,0.011346357158303651
2018-08-14,5min,BV,0.010367782014928833
2018-08-15,5min,BV,0.009358544052236545
2018-08-16,5min,BV,0.009651128312133574
2018-08-17,5min,BV,0.010068097931372377
2018-08-20,5min,BV,0.009474392315734092
2018-08-21,5min,BV,0.009066241675623005
2018-08-22,5min,BV,0.008543309397568463
2018-08-23,5min,BV,0.00857863137854421
2018-08-24,5min,BV,0.0077966473104029545
2018-08-27,5min,BV,0.008534824823717369
2018-08-28,5min,BV,0.009447397469548178
2018-08-29,5min,BV,0.010594767231956827
2018-08-30,5min,BV,0.010786645741944304
2018-08-31,5min,BV,0.01129344435117664
2018-09-04,5min,BV,0.01098491808854816
2018-09-05,5min,BV,0.011456130467004402
2018-09-06,5min,BV,0.011555027674073069
2018-09-07,5min,BV,0.012235341064786446
2018-09-10,5min,BV,0.011700658552649864
2018-09-11,5min,BV,0.012547326197532816
2018-09-12,5min,BV,0.012027243706896918
2018-09-13,5min,BV,0.011365149695486713
2018-09-14,5min,BV,0.011803679833444746
2018-09-17,5min,BV,0.012448113537724563
2018-09-18,5min,BV,0.011973720419412602
2018-09-19,5min,BV,0.011705182931248292
2018-09-20,5min,BV,0.011323117495102094
2018-09-21,5min,BV,0.00996768988892186
2018-09-24,5min,BV,0.009761722696523947
2018-09-25,5min,BV,0.008848643950504923
2018-09-26,5min,BV,0.00981135686795315
2018-09-27,5min,BV,0.011309694912079036
2018-09-28,5min,BV,0.011671888039212312
2018-10-01,5min,BV,0.011457895820328525
2018-10-02,5min,BV,0.012230369158697069
2018-10-03,5min,BV,0.012133293174878379
2018-10-04,5min,BV,0.011770550037805848
2018-10-05,5min,BV,0.011538510749479926
2018-10-09,5min,BV,0.01156536440857213
2018-10-10,5min,BV,0.012180667864260978
2018-10-11,5min,BV,0.011725549743197432
2018-10-12,5min,BV,0.01081524605608592
2018-10-15,5min,BV,0.010490618129028892
2018-10-16,5min,BV,0.011491571235964214
2018-10-17,5min,BV,0.011159158402135898
2018-10-18,5min,BV,0.01146623047771955
2018-10-19,5min,BV,0.012223084017941387
2018-10-22,5min,BV,0.012825404414292306
2018-10-23,5min,BV,0.012650122450481992
2018-10-24,5min,BV,0.012769990261911019
2018-10-25,5min,BV,0.013604507129641261
2018-10-26,5min,BV,0.01376491370976187
2018-10-29,5min,BV,0.01344979440954644
2018-10-30,5min,BV,0.013941848946173117
2018-10-31,5min,BV,0.014574655645362918
2018-11-01,5min,BV,0.01409435535149653
2018-11-02,5min,BV,0.014380792899174615
2018-11-05,5min,BV,0.018177420791971904
2018-11-06,5min,BV,0.018760894925240256
2018-11-07,5min,BV,0.01824265236867613
2018-11-08,5min,BV,0.019462677622412963
2018-11-09,5min,BV,0.020648016199298645
2018-11-13,5min,BV,0.022181215144564233
2018-11-14,5min,BV,0.022658433631089044
2018-11-15,5min,BV,0.024668047534971753
2018-11-16,5min,BV,0.0242258888630135
2018-11-19,5min,BV,0.02409547236660946
2018-11-20,5min,BV,0.02159782142148294
2018-11-21,5min,BV,0.02072735612269666
2018-11-23,5min,BV,0.019421314162116395
2018-11-26,5min,BV,0.01940032747090036
2018-11-27,5min,BV,0.018670202371944916
2018-11-28,5min,BV,0.01779449581405546
2018-11-29,5min,BV,0.021676667059377538
2018-11-30,5min,BV,0.022159244109160536
2018-12-03,5min,BV,0.022000545311696314
2018-12-04,5min,BV,0.021747603017256367
2018-12-05,5min,BV,0.021462235958564353
2018-12-06,5min,BV,0.017576911043141012
2018-12-07,5min,BV,0.01570486815515366
2018-12-10,5min,BV,0.016026565224830362
2018-12-11,5min,BV,0.018541289850349325
2018-12-12,5min,BV,0.01963745715670883
2018-12-13,5min,BV,0.021492505827659016
2018-12-14,5min,BV,0.022073630246300668
2018-12-17,5min,BV,0.02313927722123195
2018-12-18,5min,BV,0.02179341237484723
2018-12-19,5min,BV,0.022563429412557377
2018-12-20,5min,BV,0.022052951368095857
2018-12-21,5min,BV,0.022531380488637065
2018-12-27,5min,BV,0.021199801732657644
2018-12-28,5min,BV,0.02155769803853126
2019-01-03,5min,BV,0.019798559578469654
2019-01-04,5min,BV,0.01826701948993815
2019-01-07,5min,BV,0.017336035586151682
2019-01-08,5min,BV,0.01711247735320034
2019-01-09,5min,BV,0.016086379259633868
2019-01-10,5min,BV,0.015691852849304473
2019-01-11,5min,BV,0.015780747391436412
2019-01-14,5min,BV,0.015234036601291866
2019-01-15,5min,BV,0.014893561411943219
2019-01-16,5min,BV,0.014394959295658307
2019-01-17,5min,BV,0.014115752651314822
2019-01-18,5min,BV,0.01384452104625334
2019-01-22,5min,BV,0.014324163119137947
2019-01-23,5min,BV,0.014648230311022619
2019-01-24,5min,BV,0.014460309450329435
2019-01-25,5min,BV,0.014800374338632035
2019-01-28,5min,BV,0.01511760240001306
2019-01-29,5min,BV,0.015889892927507764
2019-01-30,5min,BV,0.015563935627918897
2019-01-31,5min,BV,0.016317318420710054
2019-02-01,5min,BV,0.016239965297014842
2019-02-04,5min,BV,0.015620414069653366
2019-02-05,5min,BV,0.014689861833827037
2019-02-06,5min,BV,0.014777555766578528
2019-02-07,5min,BV,0.014045740532163583
2019-02-08,5min,BV,0.013674992539678719
2019-02-11,5min,BV,0.013104886109664331
2019-02-12,5min,BV,0.012282246090504314
2019-02-13,5min,BV,0.01134309012864306
2019-02-14,5min,BV,0.010393217164752949
2019-02-15,5min,BV,0.01033355616551086
2019-02-19,5min,BV,0.010681519354436534
2019-02-20,5min,BV,0.011100356815789303
2019-02-21,5min,BV,0.011629212702195933
2019-02-22,5min,BV,0.01337926337312738
2019-02-25,5min,BV,0.013558555571171072
2019-02-26,5min,BV,0.013428048210447517
2019-02-27,5min,BV,0.013518704305534396
2019-02-28,5min,BV,0.013167869088214835
2019-03-01,5min,BV,0.012482499212210988
2019-03-04,5min,BV,0.012129561487537974
2019-03-05,5min,BV,0.012007104296099035
2019-03-06,5min,BV,0.01125033981055894
2019-03-07,5min,BV,0.011087539882911791
2019-03-08,5min,BV,0.010017353285042106
2019-03-11,5min,BV,0.009342008789583021
2019-03-12,5min,BV,0.0090738611707308
2019-03-13,5min,BV,0.009498492337402775
2019-03-14,5min,BV,0.009778122937160478
2019-03-15,5min,BV,0.009814272734628357
2019-03-18,5min,BV,0.010882104824083031
2019-03-19,5min,BV,0.011692084076438992
2019-03-20,5min,BV,0.012161434879232779
2019-03-21,5min,BV,0.012334526266654334
2019-03-22,5min,BV,0.012826542068258676
2019-03-25,5min,BV,0.012076609365901485
2019-03-26,5min,BV,0.011168144085473501
2019-03-27,5min,BV,0.010676824405491107
2019-03-28,5min,BV,0.010529741685203807
2019-03-29,5min,BV,0.00955749980853946
2019-04-01,5min,BV,0.009718967177115217
2019-04-02,5min,BV,0.010767128912331572
2019-04-03,5min,BV,0.010187680628102476
2019-04-04,5min,BV,0.01053830442843692
2019-04-05,5min,BV,0.010392650611635088
2019-04-08,5min,BV,0.010030732011250862
2019-04-09,5min,BV,0.008703907914373988
2019-04-10,5min,BV,0.008789853712978659
2019-04-11,5min,BV,0.007628694149219668
2019-04-12,5min,BV,0.007564680208935272
2019-04-15,5min,BV,0.007541543292782789
2019-04-16,5min,BV,0.007785400971042521
2019-04-17,5min,BV,0.007451564309146794
2019-04-18,5min,BV,0.00951488817224689
2019-04-22,5min,BV,0.009854226323701027
2019-04-23,5min,BV,0.010266200608196937
2019-04-24,5min,BV,0.010657507832394058
2019-04-25,5min,BV,0.012781477903054112
2019-04-26,5min,BV,0.01173060515297532
2019-04-29,5min,BV,0.012163306069264933
2019-04-30,5min,BV,0.012886733273546407
2019-05-01,5min,BV,0.012785837885075826
2019-05-02,5min,BV,0.011842706588383087
2019-05-03,5min,BV,0.012141069081822043
2019-05-06,5min,BV,0.013209140646128853
2019-05-07,5min,BV,0.013085460474790025
2019-05-08,5min,BV,0.012881760673187009
2019-05-09,5min,BV,0.012119953466781531
2019-05-10,5min,BV,0.011854640347632301
2019-05-13,5min,BV,0.010480169937217593
2019-05-14,5min,BV,0.009513517333395484
2019-05-15,5min,BV,0.009996943831010425
2019-05-16,5min,BV,0.012237186767282124
2019-05-17,5min,BV,0.013142157321605214
2019-05-20,5min,BV,0.013215442230955833
2019-05-21,5min,BV,0.01617853610365041
2019-05-22,5min,BV,0.01767664384585157
2019-05-23,5min,BV,0.017782537106331053
2019-05-24,5min,BV,0.01889710830643425
2019-05-28,5min,BV,0.019474201573348573
2019-05-29,5min,BV,0.020681094320005988
2019-05-30,5min,BV,0.02058655342383073
2019-05-31,5min,BV,0.020530297504613475
2019-06-03,5min,BV,0.01969094731649642
2019-06-04,5min,BV,0.019152871822000147
2019-06-05,5min,BV,0.01658459880730649
2019-06-06,5min,BV,0.016602702969586318
2019-06-07,5min,BV,0.015605690048002442
2019-06-10,5min,BV,0.0144902954866596
2019-06-11,5min,BV,0.015094885498729829
2019-06-12,5min,BV,0.014538180952325494
2019-06-13,5min,BV,0.014888769591361617
2019-06-14,5min,BV,0.014251765224368206
2019-06-17,5min,BV,0.014890097355068932
2019-06-18,5min,BV,0.014578169338584284
2019-06-19,5min,BV,0.014177438408360438
2019-06-20,5min,BV,0.011763809250097302
2019-06-21,5min,BV,0.012430677628867407
2019-06-24,5min,BV,0.013924814755715045
2019-06-25,5min,BV,0.015140024710402069
2019-06-26,5min,BV,0.01621287532475049
2019-06-27,5min,BV,0.01664704424408391
2019-06-28,5min,BV,0.016300672167381233
2019-07-01,5min,BV,0.014444064434956395
2019-07-02,5min,BV,0.012775809782304842
2019-07-03,5min,BV,0.011126068150603225
2019-07-05,5min,BV,0.010215943962625767
2019-07-08,5min,BV,0.010761897229796313
2019-07-09,5min,BV,0.012463266179543908
2019-07-10,5min,BV,0.01334099703755587
2019-07-11,5min,BV,0.014667507327804967
2019-07-12,5min,BV,0.015347687113869178
2019-07-15,5min,BV,0.015126596555344792
2019-07-16,5min,BV,0.014147941516889844
2019-07-17,5min,BV,0.014255315710689238
2019-07-18,5min,BV,0.01307498470562953
2019-07-19,5min,BV,0.01272833520612049
2019-07-22,5min,BV,0.012934428858997978
2019-07-23,5min,BV,0.01268472398188975
2019-07-24,5min,BV,0.011763080308747
2019-07-25,5min,BV,0.017632845100782144
2019-07-26,5min,BV,0.01799856933304293
2019-07-29,5min,BV,0.0188866482619299
2019-07-30,5min,BV,0.019411809432303955
2019-07-31,5min,BV,0.021841386433889855
2019-08-01,5min,BV,0.017769266977463196
2019-08-02,5min,BV,0.018177482613445067
2019-08-05,5min,BV,0.01730427914514223
2019-08-06,5min,BV,0.018355145463325204
2019-08-07,5min,BV,0.017422355241986327
2019-08-08,5min,BV,0.017413567597600203
2019-08-09,5min,BV,0.01713610115569255
2019-08-12,5min,BV,0.017047262333030545
2019-08-13,5min,BV,0.015885052640954717
2019-08-14,5min,BV,0.013781557293329413
2019-08-15,5min,BV,0.014006163865605594
2019-08-16,5min,BV,0.015961272584374474
2019-08-19,5min,BV,0.016448239187766573
2019-08-20,5min,BV,0.01632124485477929
2019-08-21,5min,BV,0.01674754389061055
2019-08-22,5min,BV,0.016609325273040924
2019-08-23,5min,BV,0.015375844327146662
2019-08-26,5min,BV,0.015644772197712844
2019-08-27,5min,BV,0.015263272170982776
2019-08-28,5min,BV,0.015508532210548702
2019-08-29,5min,BV,0.01585613728140067
2019-08-30,5min,BV,0.014778111535596692
2019-09-03,5min,BV,0.015059960957111864
2019-09-04,5min,BV,0.016903319499546047
2019-09-05,5min,BV,0.018419232997525768
2019-09-06,5min,BV,0.017769828657588284
2019-09-09,5min,BV,0.022463689589688172
2019-09-10,5min,BV,0.026433292179889763
2019-09-11,5min,BV,0.026052210361775036
2019-09-12,5min,BV,0.024525493959282354
2019-09-13,5min,BV,0.02446798795200474
2019-09-16,5min,BV,0.020024065285010786
2019-09-17,5min,BV,0.013246553433922042
2019-09-18,5min,BV,0.01218218830122784
2019-09-19,5min,BV,0.012407185232622756
2019-09-20,5min,BV,0.012660459056537447
2019-09-23,5min,BV,0.013366760965608801
2019-09-24,5min,BV,0.01330747667580584
2019-09-25,5min,BV,0.014021220389997426
2019-09-26,5min,BV,0.014998798647319914
2019-09-27,5min,BV,0.015496387830887477
2019-09-30,5min,BV,0.015330579097267386
2019-10-01,5min,BV,0.015202950985749704
2019-10-02,5min,BV,0.014760109146092557
2019-10-03,5min,BV,0.013535310608225723
2019-10-04,5min,BV,0.012830105178074022
2019-10-07,5min,BV,0.012954775444171368
2019-10-08,5min,BV,0.012804216129057721
2019-10-09,5min,BV,0.012019433092287663
2019-10-10,5min,BV,0.0119740252883686
2019-10-11,5min,BV,0.011774220075750987
2019-10-15,5min,BV,0.011548269200420546
2019-10-16,5min,BV,0.012264113850554034
2019-10-17,5min,BV,0.01218129193996407
2019-10-18,5min,BV,0.011901644160689843
2019-10-21,5min,BV,0.011763964005324843
2019-10-22,5min,BV,0.011831030403752553
2019-10-23,5min,BV,0.011536042998523977
2019-10-24,5min,BV,0.01221388959320552
2019-10-25,5min,BV,0.012466074803440873
2019-10-28,5min,BV,0.01262780285231518
2019-10-29,5min,BV,0.011660164538104477
2019-10-30,5min,BV,0.012601744564542673
2019-10-31,5min,BV,0.012688137994770789
2019-11-01,5min,BV,0.01315836810683762
2019-11-04,5min,BV,0.01302544705750505
2019-11-05,5min,BV,0.013207860775549958
2019-11-06,5min,BV,0.011832724248265956
2019-11-07,5min,BV,0.010868540318028034
2019-11-08,5min,BV,0.00993875850275562
2019-11-12,5min,BV,0.009839756288073428
2019-11-13,5min,BV,0.010694851456398285
2019-11-14,5min,BV,0.01084684746167099
2019-11-15,5min,BV,0.01126896988773892
2019-11-18,5min,BV,0.011996639230676141
2019-11-19,5min,BV,0.01189324355903245
2019-11-20,5min,BV,0.011305124498261699
2019-11-21,5min,BV,0.012924949616552259
2019-11-22,5min,BV,0.013506549775060129
2019-11-25,5min,BV,0.013737962536680913
2019-11-26,5min,BV,0.015093490309173898
2019-11-27,5min,BV,0.01525235536003911
2019-11-29,5min,BV,0.01588477032427738
2019-12-02,5min,BV,0.015083018099362503
2019-12-03,5min,BV,0.01400836899938776
2019-12-04,5min,BV,0.012925777568604042
2019-12-05,5min,BV,0.012660315715261777
2019-12-06,5min,BV,0.011609473929328092
2019-12-09,5min,BV,0.011039590715099148
2019-12-10,5min,BV,0.010825144531223102
2019-12-11,5min,BV,0.010440588173357543
2019-12-12,5min,BV,0.009863603009951509
2019-12-13,5min,BV,0.007713781372354506
2019-12-16,5min,BV,0.007855685090916355
2019-12-17,5min,BV,0.007988674912253297
2019-12-18,5min,BV,0.008431476518006862
2019-12-19,5min,BV,0.011508095915268246
2019-12-20,5min,BV,0.01158087209706357
2019-12-23,5min,BV,0.01229187862825085
