measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.913323,0.558587,0.963082,0,0.905297
MedRV,0.903692,0.561798,0.963082,0,0.895666
RV,0.918138,0.561798,0.683788,0,0.911717
TSRV,0.860353,0.542536,0.959872,0,0.852327
RK,0,0.556982,0.691814,0,0
CBV,0,0.712681,0.951846,0,0
