measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0365664,0.020234,0.0331616,0.00235755,0.0175368
MedRV,0.0309518,0.0204126,0.033102,0.00248333,0.0147045
RV,0.0416979,0.029032,0.0325984,0.00671783,0.0216183
TSRV,0.0299868,0.0169791,0.032736,0.0031205,0.0144477
RK,0.0926086,0.0421854,0.042256,0.139796,0.0865967
CBV,0.0706728,0.0389299,0.0341305,0.110859,0.0739133
