measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.772071,0.998395,0.998395,0.983949,0.977528
MedRV,0.802568,0.998395,0.998395,0.982343,0.977528
RV,0.770465,0.99679,0.99679,0.975923,0.955056
TSRV,0.76565,0.998395,1,0.987159,0.980738
RK,0.574639,0.675762,0.680578,0,0.393258
CBV,0.545746,0.723917,0.845907,0.0256822,0.404494
