measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.8192,1,1,1,0.99359
MedRV,0.8928,1,1,1,1
RV,0.9088,1,1,0.995192,0.99359
TSRV,0.8688,1,1,1,1
RK,0.5008,0.6176,0.7328,0,0.2496
CBV,0.656,0.72,0.9008,0.0144,0.4496
