measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.174194,0.419355,0.103226,1,0.195161
MedRV,0.217742,0.408065,0.101613,0.998387,0.224194
RV,0.220968,0.46129,0.420968,1,0.256452
TSRV,0.206452,0.564516,0.0741935,1,0.212903
RK,0.980645,0.425806,0.403226,1,0.987097
CBV,0.991935,0.379032,0.166129,1,1
