measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.158744,0.0213309,0.028711,0.0297444,0.0731628
MedRV,0.143957,0.0201922,0.0282717,0.0292939,0.0669023
RV,0.15689,0.0275477,0.0295768,0.042159,0.0757131
TSRV,0.144987,0.0121698,0.0285819,0.0221561,0.0675984
RK,0.0398334,0.0266015,0.0291269,0.040015,0.0345199
CBV,0.0301721,0.0212831,0.0277673,0.0320083,0.0305972
