measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.125822,0.0309174,0.0225842,0.127713,0.0706202
MedRV,0.133679,0.0338262,0.0265384,0.130947,0.0779706
RV,0.149136,0.0500041,0.0478885,0.154136,0.089826
TSRV,0.129282,0.0376278,0.0215047,0.114341,0.0725823
RK,0.154822,0.0491827,0.0466601,0.142869,0.148218
CBV,0.138512,0.041804,0.0340156,0.128662,0.133843
