measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.101801,0.00285109,0.0083947,0.0133518,0.0454597
MedRV,0.107189,0.00243903,0.00824207,0.0135516,0.0482074
RV,0.122211,0.00461452,0.00500853,0.017109,0.0541564
TSRV,0.0993643,0.00273509,0.0102224,0.0104441,0.0461456
RK,0.0201325,0.00440875,0.00521998,0.0155769,0.0178547
CBV,0.0130811,0.0054594,0.0101569,0.0111122,0.0120966
