measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.289119,0.0395911,0.100335,0.0197558,0.189871
MedRV,0.284747,0.0391644,0.0991418,0.0195819,0.187002
RV,0.292375,0.0490666,0.0594196,0.0276137,0.190287
TSRV,0.280632,0.0305086,0.10407,0.0163076,0.186757
RK,0.0614666,0.0497368,0.0593005,0.0248833,0.0369492
CBV,0.0234351,0.04897,0.0966635,0.0200494,0.0204984
