measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.139423,0.530449,0.0354839,1,0.14262
MedRV,0.120192,0.456731,0.0306452,1,0.124378
RV,0.123397,0.490385,0.196774,1,0.124378
TSRV,0.203526,0.541667,0.0290323,1,0.205638
RK,1,0.483974,0.212903,1,1
CBV,1,0.325321,0.033871,1,1
