measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.111265,0.0215824,0.0098392,0.114322,0.0551056
MedRV,0.117129,0.0189369,0.00947935,0.115256,0.0586069
RV,0.132237,0.0302693,0.0234318,0.128461,0.0642864
TSRV,0.113764,0.0229785,0.0119851,0.100289,0.060268
RK,0.139966,0.0301916,0.0243355,0.121739,0.131247
CBV,0.11143,0.0210395,0.0134625,0.10146,0.106605
