measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.826645,0.998395,1,0.983949,0.977528
MedRV,0.784912,0.998395,0.998395,0.987159,0.971108
RV,0.775281,0.99679,0.99679,0.979133,0.972713
TSRV,0.796148,0.998395,1,0.988764,0.987159
RK,0.473515,0.662921,0.677368,0.00160514,0.304976
CBV,0.540931,0.720706,0.841091,0.0850722,0.386838
