measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,620,620,620,620,620
MedRV,620,620,620,620,620
RV,620,620,620,620,620
TSRV,620,620,620,620,620
RK,620,620,620,620,620
CBV,620,620,620,620,620
