measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.185897,0.514423,0.0145161,1,0.197347
MedRV,0.128205,0.5,0.0193548,1,0.13267
RV,0.11859,0.456731,0.196774,1,0.126036
TSRV,0.227564,0.572115,0.0387097,1,0.223881
RK,0.947115,0.464744,0.183871,1,0.980769
CBV,1,0.283654,0.033871,1,1
