measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0866774,0.441413,0.0369181,1,0.094703
MedRV,0.0963082,0.438202,0.0369181,1,0.104334
RV,0.081862,0.438202,0.316212,1,0.0882825
TSRV,0.139647,0.457464,0.0401284,1,0.147673
RK,1,0.443018,0.308186,1,1
CBV,1,0.287319,0.0481541,1,1
