measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.112658,0.00340468,0.00939661,0.0141426,0.0510599
MedRV,0.106396,0.00328487,0.00930205,0.0141093,0.0474008
RV,0.12924,0.0056716,0.00594444,0.0185363,0.0570501
TSRV,0.118744,0.00367703,0.0105176,0.0123834,0.0545088
RK,0.0200941,0.00552986,0.00615145,0.0172354,0.0184641
CBV,0.0148856,0.00614929,0.0107355,0.0134271,0.0141454
