measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.9104,0.5904,0.9632,0,0.9024
MedRV,0.9072,0.6016,0.968,0,0.896
RV,0.9184,0.5808,0.6704,0,0.912
TSRV,0.8608,0.552,0.9632,0,0.8544
RK,0,0.5552,0.672,0,0
CBV,0,0.7184,0.9408,0,0
