measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0728318,0.0264752,0.0454572,0.00564237,0.037311
MedRV,0.0607119,0.0259453,0.0453409,0.00576553,0.0310834
RV,0.0732354,0.0357756,0.0437993,0.0126561,0.0392863
TSRV,0.0559967,0.0193498,0.0455227,0.00304519,0.0285513
