measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.110837,0.00348672,0.00917859,0.0139406,0.0493692
MedRV,0.118865,0.0029913,0.00904538,0.0141025,0.05351
RV,0.131968,0.00522945,0.0054744,0.0182931,0.0582914
TSRV,0.114158,0.00340628,0.0108818,0.0112475,0.0527317
