measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.814992,1,1,1,1
MedRV,0.872408,1,1,1,0.99835
RV,0.880383,1,1,0.9967,0.9967
TSRV,0.773525,1,1,1,0.99835
