measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0912,0,0,0,0.00160256
MedRV,0.0944,0,0,0,0
RV,0.0768,0,0,0.00480769,0
TSRV,0.136,0,0,0,0
