measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.125822,0.0309174,0.0225842,0.127713,0.0706202
MedRV,0.133679,0.0338262,0.0265384,0.130947,0.0779706
RV,0.149136,0.0500041,0.0478885,0.154136,0.089826
TSRV,0.129282,0.0376278,0.0215047,0.114341,0.0725823
