asset,freq,h,period,RM1_dep,RM_pred,model,alpha,beta,p_alpha_eq_0,p_beta_eq_1,p_joint_alpha0_beta1,N
CL_WTI,5min,10,post,RV,RV,HAR,-0.04618067045924383,16.961537434109395,0.0,0.0,0.0,623
CL_WTI,5min,10,post,RV,RV,ANN,0.018601990538520175,0.019192362517515382,0.0,0.0,0.0,623
CL_WTI,5min,10,post,RV,RV,HAR-ANN,0.01849062674291722,0.038871879595465446,0.0,0.0,0.0,623
CL_WTI,5min,10,pre,JWTSRV,JWTSRV,GARCH,0.004863419617844091,0.36274024998669935,0.0,0.0,0.0,613
CL_WTI,5min,10,pre,JWTSRV,JWTSRV,ARFIMA,0.0038033132335543894,0.7129904189929135,0.0,0.0,0.0,622
CL_WTI,5min,10,pre,JWTSRV,JWTSRV,HAR,-0.021566607042017644,22.693463804536442,0.0,0.0,0.0,601
CL_WTI,5min,10,pre,JWTSRV,JWTSRV,ANN,0.011027763932206756,0.010891545000663198,0.0,0.0,0.0,622
CL_WTI,5min,10,pre,JWTSRV,JWTSRV,HAR-ANN,0.010991274264219794,0.02272509860758469,0.0,0.0,0.0,601
CL_WTI,5min,10,crisis,JWTSRV,JWTSRV,GARCH,0.00895075759746469,0.3244705136413178,0.0,0.0,0.0,620
CL_WTI,5min,10,crisis,JWTSRV,JWTSRV,ARFIMA,0.003527829096416549,0.8566372894483016,4.6118778816994777e-05,0.00017864755902352591,0.00018470444725982027,620
CL_WTI,5min,10,crisis,JWTSRV,JWTSRV,HAR,0.008563517436455002,5.856731006065315,0.0,0.0,0.0,620
CL_WTI,5min,10,crisis,JWTSRV,JWTSRV,ANN,0.015193089120717257,0.04009446569978667,0.0,0.0,0.0,620
CL_WTI,5min,10,crisis,JWTSRV,JWTSRV,HAR-ANN,0.014909325385722413,0.08372905029901158,0.0,0.0,0.0,620
CL_WTI,5min,10,post,JWTSRV,JWTSRV,GARCH,0.005785446185802169,0.3990820599930215,0.0,0.0,0.0,623
CL_WTI,5min,10,post,JWTSRV,JWTSRV,ARFIMA,0.00656057592746378,0.5448863170881001,0.0,0.0,0.0,623
CL_WTI,5min,10,post,JWTSRV,JWTSRV,HAR,-0.017204295520655867,20.63044396772417,0.0,0.0,0.0,623
CL_WTI,5min,10,post,JWTSRV,JWTSRV,ANN,0.013108261094852962,0.01663609771272489,0.0,0.0,0.0,623
CL_WTI,5min,10,post,JWTSRV,JWTSRV,HAR-ANN,0.013070757426162679,0.03347062072007197,0.0,0.0,0.0,623
CL_WTI,5min,10,pre,MedRV,MedRV,GARCH,0.004350183526647391,0.3882905641421537,2.220446049250313e-16,0.0,0.0,613
CL_WTI,5min,10,pre,MedRV,MedRV,ARFIMA,0.0020946952840492127,0.8334559270676927,1.6654272263494363e-06,2.7055009137466612e-06,8.289907577507805e-06,622
CL_WTI,5min,10,pre,MedRV,MedRV,HAR,-0.023526024344509167,25.387061770713622,0.0,0.0,0.0,601
CL_WTI,5min,10,pre,MedRV,MedRV,ANN,0.011215327367739683,0.008569036385839767,0.0,0.0,0.0,622
CL_WTI,5min,10,pre,MedRV,MedRV,HAR-ANN,0.011177948820152583,0.018071711367246873,0.0,0.0,0.0,601
CL_WTI,5min,10,crisis,MedRV,MedRV,GARCH,0.006560745785399618,0.4625103178971096,6.215260917041832e-07,0.0,0.0,620
CL_WTI,5min,10,crisis,MedRV,MedRV,ARFIMA,0.006869806939071234,0.770097935397134,3.817254244031787e-06,8.322576766772727e-05,1.633147229562759e-05,620
CL_WTI,5min,10,crisis,MedRV,MedRV,HAR,0.01951889468314051,1.075946890276323,0.0,0.6176468959548815,0.0,620
CL_WTI,5min,10,crisis,MedRV,MedRV,ANN,0.018867977481386026,0.02778657439591633,0.0,0.0,0.0,620
CL_WTI,5min,10,crisis,MedRV,MedRV,HAR-ANN,0.018116984303940223,0.06740120783660421,0.0,0.0,0.0,620
CL_WTI,5min,10,post,MedRV,MedRV,GARCH,0.006122925768732461,0.38973051289460914,0.0,0.0,0.0,623
CL_WTI,5min,10,post,MedRV,MedRV,ARFIMA,0.0050011736116733485,0.6488953985628163,0.0,0.0,0.0,623
CL_WTI,5min,10,post,MedRV,MedRV,HAR,-0.015534976433744092,20.66647715730678,0.0,0.0,0.0,623
CL_WTI,5min,10,post,MedRV,MedRV,ANN,0.014113235288238539,0.00856682648980562,0.0,0.0,0.0,623
CL_WTI,5min,10,post,MedRV,MedRV,HAR-ANN,0.014091444883956711,0.01728388617570592,0.0,0.0,0.0,623
