measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0140936,0.0116938,0.0199479,0.00100573,0.00747679
MedRV,0.0148059,0.0121183,0.0199371,0.0011152,0.00786868
RV,0.0173406,0.0165806,0.0197653,0.00341659,0.0102666
TSRV,0.0144539,0.0111576,0.019951,0.00206961,0.00819658
