measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.175523,0.415459,0.0724638,1,0.196457
MedRV,0.215781,0.402576,0.0740741,0.99839,0.223833
RV,0.219002,0.417069,0.410628,1,0.256039
TSRV,0.206119,0.499195,0.0644122,1,0.21256
