measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0896,0.4096,0.0368,1,0.0976
MedRV,0.0928,0.3984,0.032,1,0.104
RV,0.0816,0.4192,0.3296,1,0.088
TSRV,0.1392,0.448,0.0368,1,0.1456
