asset,freq,h,period,RM1_dep,RM_pred,model,alpha,beta,p_alpha_eq_0,p_beta_eq_1,p_joint_alpha0_beta1,N
CL_WTI,1min,5,pre,TSRV,TSRV,GARCH,0.004756397522836066,0.3515387406179167,4.440892098500626e-16,0.0,0.0,620
CL_WTI,1min,5,pre,TSRV,TSRV,ARFIMA,0.003805613652525155,0.7118454122874229,8.192557743313955e-12,1.6377637024334035e-09,3.2862601528904634e-13,624
CL_WTI,1min,5,pre,TSRV,TSRV,HAR,-0.039136909228784364,22.92182349867524,0.0,0.0,0.0,603
CL_WTI,1min,5,pre,TSRV,TSRV,ANN,0.010850103081240351,0.010098821775052651,0.0,0.0,0.0,624
CL_WTI,1min,5,pre,TSRV,TSRV,HAR-ANN,0.010706551668089625,0.021176768597139652,0.0,0.0,0.0,603
CL_WTI,1min,5,crisis,TSRV,TSRV,GARCH,0.006826291492703512,0.34966968061739634,0.0,0.0,0.0,621
CL_WTI,1min,5,crisis,TSRV,TSRV,ARFIMA,0.0017256174856505626,0.9764240142720018,0.0734862741075557,0.6214212186793264,0.028768855685606387,621
CL_WTI,1min,5,crisis,TSRV,TSRV,HAR,0.0017518838890863272,6.423924943829122,0.09661615932153578,0.0,0.0,621
CL_WTI,1min,5,crisis,TSRV,TSRV,ANN,0.015572502175932361,0.024258725488180963,0.0,0.0,0.0,621
CL_WTI,1min,5,crisis,TSRV,TSRV,HAR-ANN,0.015356871508738844,0.050990150300828936,0.0,0.0,0.0,621
CL_WTI,1min,5,post,TSRV,TSRV,GARCH,0.005680922625383561,0.3559259274886183,5.240252676230739e-14,0.0,0.0,625
CL_WTI,1min,5,post,TSRV,TSRV,ARFIMA,0.00448386912589176,0.661764996034758,0.0,0.0,0.0,625
CL_WTI,1min,5,post,TSRV,TSRV,HAR,-0.037332849157190845,22.525201937412703,0.0,0.0,0.0,625
CL_WTI,1min,5,post,TSRV,TSRV,ANN,0.013243547984376203,0.00584758015461843,0.0,0.0,0.0,625
CL_WTI,1min,5,post,TSRV,TSRV,HAR-ANN,0.013222514741845024,0.011826580405776083,0.0,0.0,0.0,625
