measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.9088,1,1,1,0.998397
MedRV,0.9056,1,1,1,1
RV,0.9232,1,1,0.995192,1
TSRV,0.864,1,1,1,1
