measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0365664,0.020234,0.0331616,0.00235755,0.0175368
MedRV,0.0309518,0.0204126,0.033102,0.00248333,0.0147045
RV,0.0416979,0.029032,0.0325984,0.00671783,0.0216183
TSRV,0.0299868,0.0169791,0.032736,0.0031205,0.0144477
