measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.861244,1,1,1,1
MedRV,0.880383,1,1,1,1
RV,0.880383,1,1,0.99835,0.99835
TSRV,0.792663,1,1,1,1
