measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.826645,0.998395,1,0.983949,0.977528
MedRV,0.784912,0.998395,0.998395,0.987159,0.971108
RV,0.775281,0.99679,0.99679,0.979133,0.972713
TSRV,0.796148,0.998395,1,0.988764,0.987159
