measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0164041,0.0118733,0.0205001,0.00132945,0.00875258
MedRV,0.0174154,0.0121433,0.0204994,0.00124843,0.00925296
RV,0.0203629,0.0167052,0.0203188,0.00353268,0.0116538
TSRV,0.0188347,0.0107029,0.0205237,0.00252114,0.0102993
