measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.229032,0.382258,0.101613,0.998387,0.241935
MedRV,0.198387,0.385484,0.103226,1,0.208065
RV,0.237097,0.443548,0.4,1,0.256452
TSRV,0.232258,0.525806,0.0951613,1,0.243548
