measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.160886,0.0218213,0.0282487,0.0295127,0.0754115
MedRV,0.14482,0.0205808,0.0277234,0.0290807,0.0678736
RV,0.157348,0.0265054,0.0271708,0.0417435,0.076078
TSRV,0.144944,0.012623,0.0280866,0.0221344,0.0675764
