measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.139871,0.554662,0.0342577,1,0.143095
MedRV,0.120579,0.491961,0.0326264,1,0.123128
RV,0.123794,0.525723,0.184339,1,0.126456
TSRV,0.207395,0.588424,0.0261011,1,0.206323
