measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.281753,0.0363311,0.101423,0.0175917,0.184715
MedRV,0.2772,0.0376891,0.100603,0.0193125,0.183288
RV,0.28835,0.0510725,0.0587048,0.0269612,0.185845
TSRV,0.280685,0.0310796,0.110445,0.0142548,0.187615
