measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0213687,0.0159555,0.0234851,0.00100314,0.0110552
MedRV,0.0181704,0.0160233,0.0234827,0.00111261,0.00951258
RV,0.0273323,0.0220321,0.0232153,0.00340391,0.0150402
TSRV,0.0217174,0.0144689,0.0235135,0.00206772,0.0116868
RK,0.0287047,0.00843181,0.00889766,0.0184549,0.0169365
CBV,0.0164364,0.0102074,0.0145211,0.0143877,0.0110408
