measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0961213,0.00275236,0.00833622,0.0137036,0.0438223
MedRV,0.0948774,0.00269501,0.00827438,0.0136607,0.0421149
RV,0.116899,0.00419221,0.00447634,0.0175318,0.0514163
TSRV,0.105229,0.00269306,0.009214,0.0117856,0.0484235
RK,0.0525932,0.00388065,0.00448078,0.0145948,0.0226447
CBV,0.01276,0.00417936,0.00901364,0.0112473,0.00626272
