measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.104245,0.00555779,0.0153157,0.0178824,0.0477342
MedRV,0.105692,0.00758742,0.0163997,0.0198402,0.0496904
RV,0.116922,0.0125433,0.0144062,0.0278987,0.0548137
TSRV,0.105725,0.00532825,0.0167941,0.014682,0.0493683
RK,0.0306663,0.0115889,0.013779,0.02467,0.0167114
CBV,0.0153887,0.0102965,0.0172343,0.0207531,0.0133434
