measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.104358,0.0242356,0.00952383,0.10214,0.0550229
MedRV,0.106746,0.0193702,0.0093347,0.102532,0.0549372
RV,0.113599,0.0283747,0.0143324,0.114035,0.0576632
TSRV,0.108064,0.0277361,0.00966178,0.0913687,0.0598138
RK,0.0363019,0.0257582,0.0153398,0.099615,0.0495155
CBV,0.0305039,0.0170782,0.0117544,0.088639,0.0539758
