measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.770968,0.617742,0.898387,0.0016129,0.758065
MedRV,0.801613,0.614516,0.896774,0,0.791935
RV,0.762903,0.556452,0.6,0,0.743548
TSRV,0.767742,0.474194,0.904839,0,0.756452
RK,0.945161,0.583871,0.595161,0,0.827419
CBV,0.746774,0.643548,0.843548,0,0.409677
