measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.109017,0.00220808,0.00878697,0.011413,0.0499318
MedRV,0.111512,0.00220503,0.00841975,0.0116959,0.0508406
RV,0.116751,0.00499909,0.00595672,0.0149543,0.0521624
TSRV,0.110782,0.00318905,0.00934111,0.0101975,0.0514004
RK,0.0494921,0.00480135,0.00602521,0.0132548,0.0222909
CBV,0.00952768,0.00485191,0.0102453,0.0107603,0.00633088
