measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.8208,0.6208,0.9744,0,0.8064
MedRV,0.8912,0.6352,0.9712,0,0.8832
RV,0.9088,0.5888,0.6864,0,0.9008
TSRV,0.8672,0.5872,0.9552,0,0.8592
RK,0.6784,0.5664,0.6688,0,0.3888
CBV,0.7536,0.6736,0.9216,0,0.3488
