measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.271252,0.0308786,0.0870985,0.013626,0.178683
MedRV,0.283227,0.0312524,0.0867506,0.0135876,0.185512
RV,0.318459,0.0370057,0.0470747,0.0173535,0.207843
TSRV,0.294814,0.0291477,0.0917746,0.0116427,0.197092
RK,0.102604,0.036115,0.0473073,0.0158824,0.0491477
CBV,0.072747,0.0472167,0.0897392,0.011909,0.0229335
