measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.112698,0.121393,0.150279,0.0363208,0.0856618
MedRV,0.118365,0.122509,0.150268,0.0351982,0.0892927
RV,0.137742,0.141612,0.149461,0.0588028,0.108478
TSRV,0.107775,0.11307,0.150431,0.0500542,0.0877102
RK,0.0628938,0.0485976,0.0616325,0.0155921,0.0261185
CBV,0.074646,0.0711264,0.104199,0.0144693,0.0402485
