measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.1026,0.00267107,0.00889733,0.0111551,0.0468406
MedRV,0.106798,0.00239612,0.00882223,0.0112101,0.0489455
RV,0.111623,0.00447842,0.00567512,0.0145209,0.050128
TSRV,0.106036,0.00289457,0.00972552,0.00915341,0.0495424
RK,0.0173713,0.00435658,0.00572247,0.011831,0.00819561
CBV,0.00623191,0.00381389,0.00958236,0.00963332,0.00582523
