measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.290536,0.0394479,0.101161,0.0189354,0.192475
MedRV,0.284827,0.0388998,0.0999208,0.01907,0.187688
RV,0.292974,0.0509899,0.0587812,0.0267961,0.191495
TSRV,0.2809,0.0334381,0.105654,0.0158923,0.18756
RK,0.201685,0.0494598,0.0586649,0.0254222,0.114492
CBV,0.0914673,0.0505637,0.0964178,0.0200774,0.0406862
