measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,625,625,625,624,624
MedRV,625,625,625,624,624
RV,625,625,625,624,624
TSRV,625,625,625,624,624
RK,625,625,625,625,625
CBV,625,625,625,625,625
