asset,freq,h,period,RM1_dep,RM_pred,model,alpha,beta,p_alpha_eq_0,p_beta_eq_1,p_joint_alpha0_beta1,N
CL_WTI,1min,10,pre,MedRV,MedRV,ARFIMA,0.002724571946321249,0.7979601291966041,4.305444889496357e-13,9.889866703360894e-12,6.59916565837193e-13,622
CL_WTI,1min,10,pre,MedRV,MedRV,HAR,-0.0211281598298493,26.238854887520553,0.0,0.0,0.0,601
CL_WTI,1min,10,pre,MedRV,MedRV,ANN,0.012616717414745711,-0.0007750809806981434,0.0,0.0,0.0,622
CL_WTI,1min,10,pre,MedRV,MedRV,HAR-ANN,0.012626682430738763,-0.0017124575904346115,0.0,0.0,0.0,601
CL_WTI,1min,10,crisis,MedRV,MedRV,GARCH,0.007184763460135751,0.43206077212503113,2.0933499378372744e-10,0.0,0.0,620
CL_WTI,1min,10,crisis,MedRV,MedRV,ARFIMA,0.00693785505242601,0.722247685119571,3.577267149168506e-08,6.628137150244129e-09,8.102300275147911e-09,620
CL_WTI,1min,10,crisis,MedRV,MedRV,HAR,0.018357193225772686,1.5970770850809743,0.0,0.0005823786762977345,0.0,620
CL_WTI,1min,10,crisis,MedRV,MedRV,ANN,0.017255574831281623,0.03601907956153082,0.0,0.0,0.0,620
CL_WTI,1min,10,crisis,MedRV,MedRV,HAR-ANN,0.016760866863095948,0.07884852176630026,0.0,0.0,0.0,620
CL_WTI,1min,10,post,MedRV,MedRV,GARCH,0.005451597622261269,0.41342649409280374,0.0,0.0,0.0,623
CL_WTI,1min,10,post,MedRV,MedRV,ARFIMA,0.006315211036762092,0.5563688835343917,0.0,0.0,0.0,623
CL_WTI,1min,10,post,MedRV,MedRV,HAR,-0.017120712496220707,23.773650764372306,0.0,0.0,0.0,623
CL_WTI,1min,10,post,MedRV,MedRV,ANN,0.013987289052767724,0.009596481456116274,0.0,0.0,0.0,623
CL_WTI,1min,10,post,MedRV,MedRV,HAR-ANN,0.013962980516981707,0.019402597682589486,0.0,0.0,0.0,623
