measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.1808,0,0,0,0.00641026
MedRV,0.1072,0,0,0,0
RV,0.0912,0,0,0.00480769,0.00641026
TSRV,0.1312,0,0,0,0
RK,0.4992,0.3824,0.2672,1,0.7504
CBV,0.3392,0.28,0.0992,0.9856,0.5504
