measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.111336,0.0222482,0.0099611,0.114934,0.0548393
MedRV,0.117184,0.0200677,0.00972995,0.115859,0.0585456
RV,0.132199,0.0297619,0.0215747,0.129619,0.0642114
TSRV,0.113912,0.0238972,0.0112446,0.101373,0.0602577
RK,0.0313069,0.027758,0.0221019,0.117015,0.0519768
CBV,0.0245142,0.0176137,0.0119814,0.0992628,0.0471242
