measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.126619,0.0116114,0.0266882,0.0230696,0.0572034
MedRV,0.129028,0.0244767,0.0299704,0.0318105,0.0613402
RV,0.144694,0.0298689,0.0302813,0.0438792,0.0696194
TSRV,0.129174,0.0113769,0.0293282,0.0199649,0.0598462
RK,0.0454432,0.0253996,0.0262856,0.0400066,0.0301051
CBV,0.0364066,0.0261589,0.0295395,0.0366417,0.0299382
