measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.824477,0.584541,0.927536,0,0.803543
MedRV,0.784219,0.597424,0.925926,0.00161031,0.776167
RV,0.780998,0.582931,0.589372,0,0.743961
TSRV,0.793881,0.500805,0.935588,0,0.78744
RK,0.695652,0.557166,0.582931,0,0.378422
CBV,0.536232,0.62963,0.847021,0,0.243156
