measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.9088,1,1,1,0.998397
MedRV,0.9056,1,1,1,1
RV,0.9232,1,1,0.995192,1
TSRV,0.864,1,1,1,1
RK,0.5104,0.6192,0.7392,0,0.2368
CBV,0.6784,0.76,0.9104,0.1264,0.488
