measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,627,627,627,606,606
MedRV,627,627,627,606,606
RV,627,627,627,606,606
TSRV,627,627,627,606,606
RK,626,626,626,605,605
CBV,626,626,626,605,605
