measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.115319,0.0204123,0.00979845,0.116091,0.0632471
MedRV,0.105998,0.0197602,0.00980845,0.115875,0.0536139
RV,0.128281,0.0289495,0.0220938,0.130507,0.0627592
TSRV,0.119424,0.0229494,0.0108345,0.107174,0.0623365
RK,0.0571066,0.027138,0.0219265,0.118131,0.0434074
CBV,0.0263908,0.02085,0.0119172,0.103077,0.0438342
