asset,freq,h,period,RM1_dep,RM_pred,model,alpha,beta,p_alpha_eq_0,p_beta_eq_1,p_joint_alpha0_beta1,N
CL_WTI,5min,1,crisis,JWTSRV,JWTSRV,ANN,0.00035259896439546526,0.013783632219564777,0.002942895268007062,0.0,0.0,623
CL_WTI,5min,1,crisis,JWTSRV,JWTSRV,HAR-ANN,0.000272893238480171,0.03231627217272334,0.02272228436806989,0.0,0.0,623
CL_WTI,5min,1,post,JWTSRV,JWTSRV,GARCH,-0.0001141902875367607,0.015206217943083994,5.020830827517919e-05,0.0,0.0,625
CL_WTI,5min,1,post,JWTSRV,JWTSRV,ARFIMA,-8.635388210603191e-05,0.021060436208122982,1.6479877914310492e-05,0.0,0.0,625
CL_WTI,5min,1,post,JWTSRV,JWTSRV,HAR,-0.0017951793027255855,1.304150815159022,0.0,0.0,0.0,624
CL_WTI,5min,1,post,JWTSRV,JWTSRV,ANN,0.00015718636889211414,0.00519661801456531,0.0,0.0,0.0,625
CL_WTI,5min,1,post,JWTSRV,JWTSRV,HAR-ANN,0.00014706397352701715,0.010645431006573072,0.0,0.0,0.0,624
CL_WTI,5min,1,pre,MedRV,MedRV,GARCH,-0.000124733673772688,0.014019160159303603,5.31927168978541e-10,0.0,0.0,627
CL_WTI,5min,1,pre,MedRV,MedRV,ARFIMA,-0.00019290971372664474,0.029124854796390928,0.0,0.0,0.0,627
CL_WTI,5min,1,pre,MedRV,MedRV,HAR,-0.0016814293552447983,1.309531390879157,0.0,0.0,0.0,606
CL_WTI,5min,1,pre,MedRV,MedRV,ANN,0.00012917400634975776,0.002022647339215648,0.0,0.0,0.0,627
CL_WTI,5min,1,pre,MedRV,MedRV,HAR-ANN,0.000125066466388258,0.004343078685576936,0.0,0.0,0.0,606
CL_WTI,5min,1,crisis,MedRV,MedRV,GARCH,-0.001452551027998701,0.07859996445825264,0.06847839777039133,0.0,0.0,623
CL_WTI,5min,1,crisis,MedRV,MedRV,ARFIMA,-0.001677674605896968,0.14427282033143152,0.05936375788940618,0.0,0.0,623
CL_WTI,5min,1,crisis,MedRV,MedRV,HAR,-0.0030628743892637898,1.8170145682993257,0.0,0.0,0.0,623
CL_WTI,5min,1,crisis,MedRV,MedRV,ANN,0.0009474151291156374,0.010643039828289236,0.14755024067341926,0.0,0.0,623
CL_WTI,5min,1,crisis,MedRV,MedRV,HAR-ANN,-0.0004183279409204952,0.1375581340494321,0.5243094413781684,0.0,0.0,623
CL_WTI,5min,1,post,MedRV,MedRV,GARCH,-0.000109127073690474,0.015125485241671044,3.040164476519891e-05,0.0,0.0,625
CL_WTI,5min,1,post,MedRV,MedRV,ARFIMA,-0.00016206571164039036,0.02599240018311714,1.2303491558895985e-12,0.0,0.0,625
CL_WTI,5min,1,post,MedRV,MedRV,HAR,-0.0016898402293152373,1.3033368311159848,0.0,0.0,0.0,624
CL_WTI,5min,1,post,MedRV,MedRV,ANN,0.00021067136801656766,0.0016996394141970343,0.0,0.0,0.0,625
CL_WTI,5min,1,post,MedRV,MedRV,HAR-ANN,0.00020703591397063523,0.00353748157155402,0.0,0.0,0.0,624
