measure,ANN,ARFIMA,GARCH,HAR,HAR-ANN
JWTSRV,0.0909817,0.00207813,0.00818246,0.0106013,0.0418566
MedRV,0.0951991,0.00180632,0.00810889,0.0106858,0.0437347
RV,0.100185,0.00311613,0.00468751,0.0133093,0.0450809
TSRV,0.0889568,0.00254275,0.00896904,0.00850104,0.0419948
RK,0.00929735,0.00328317,0.00473475,0.0117692,0.00629084
CBV,0.00516478,0.00321447,0.00914419,0.00909922,0.00468991
